@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8}
@attribute outputs-2 {0,1,2,3,4,5,6,7,8}
@attribute outputs-3 {0,1,2,3,4,5,6,7,8}

@data
433,'2020/12/18 11:46:55:601',5,7.118573,5.716783,3.579716,8,1,3.628361,302.497314,365.141022,0.183129,0.037638,-0.0114,13.14426,1.043822,2.878699,2.921645,4.282598,4.277731,24.177765,6.931827,4,?,?
434,'2020/12/18 11:46:55:652',5,7.119434,5.708416,3.591358,8,1,3.63114,302.592896,365.061432,0.188807,0.036535,-0.011435,13.194718,1.060914,2.867251,2.907363,4.282101,4.292689,24.241312,6.902618,4,?,?
435,'2020/12/18 11:46:55:704',5,7.119434,5.708416,3.591358,8,1,3.632676,302.56134,365.083038,0.184852,0.036978,-0.012005,13.109969,1.036978,2.862823,2.901357,4.280432,4.284894,24.173031,6.905737,4,?,?
436,'2020/12/18 11:46:55:757',5,7.119434,5.708416,3.591358,8,1,3.633116,302.618561,365.00769,0.190674,0.036445,-0.011796,13.161981,1.029179,2.857756,2.897515,4.298593,4.293083,24.167601,6.918762,4,?,?
437,'2020/12/18 11:46:55:803',5,7.115609,5.714325,3.589534,8,1,3.627097,302.542358,365.096283,0.184431,0.03727,-0.011956,13.152816,1.021415,2.874957,2.918032,4.280025,4.272986,24.147675,6.94963,4,?,?
438,'2020/12/18 11:46:55:851',5,7.115609,5.714325,3.589534,8,1,3.629435,302.576721,365.04892,0.182026,0.036359,-0.0134,13.125319,1.033173,2.87487,2.911057,4.273937,4.277091,24.129211,6.934201,4,?,?
439,'2020/12/18 11:46:55:907',5,7.115609,5.714325,3.589534,8,1,3.630872,302.616547,364.995941,0.186655,0.037198,-0.011829,13.171976,1.047825,2.894217,2.933962,4.267254,4.259481,24.194395,6.884196,4,?,?
440,'2020/12/18 11:46:55:980',5,7.115609,5.714325,3.589534,8,1,3.631702,302.632141,364.957703,0.187436,0.036982,-0.010691,13.085858,1.037387,2.887219,2.92816,4.279834,4.272422,24.120802,6.932497,4,?,?
441,'2020/12/18 11:46:56:022',5,7.115609,5.714325,3.589534,8,1,3.629497,302.646301,364.990997,0.186315,0.036238,-0.010343,13.124533,1.032218,2.864522,2.906728,4.280078,4.275527,24.151211,6.893147,4,?,?
442,'2020/12/18 11:46:56:073',5,7.115609,5.714325,3.589534,8,1,3.621909,302.556671,365.018738,0.183778,0.036519,-0.012499,13.177209,1.028999,2.886986,2.927372,4.270666,4.262313,24.169954,6.884126,4,?,?
443,'2020/12/18 11:46:56:119',5,7.109245,5.712383,3.605204,8,1,3.626152,302.710052,364.94635,0.184449,0.036816,-0.012686,13.154029,1.042638,2.82431,2.864617,4.284491,4.294909,24.177517,6.897889,4,?,?
444,'2020/12/18 11:46:56:170',5,7.109245,5.712383,3.605204,8,1,3.622677,302.593964,364.974304,0.183386,0.037962,-0.010456,13.190193,1.013449,2.830714,2.875661,4.279179,4.269578,24.100241,6.906507,4,?,?
445,'2020/12/18 11:46:56:222',5,7.109245,5.712383,3.605204,8,1,3.624099,302.684052,364.93454,0.186199,0.036759,-0.011669,13.254335,1.001992,2.873056,2.913023,4.26531,4.266982,24.114042,6.900509,4,?,?
446,'2020/12/18 11:46:56:272',5,7.109245,5.712383,3.605204,8,1,3.620725,302.56839,364.966583,0.184704,0.036321,-0.010712,13.223808,1.006556,2.881358,2.925026,4.267362,4.265257,24.111809,6.910816,4,?,?
447,'2020/12/18 11:46:56:331',5,7.121883,5.704084,3.593389,8,1,3.623786,302.613281,364.860504,0.18923,0.036146,-0.009505,13.286094,1.013428,2.856066,2.899877,4.27015,4.267987,24.139072,6.912165,4,?,?
448,'2020/12/18 11:46:56:371',5,7.121883,5.704084,3.593389,8,1,3.61945,302.626648,364.751556,0.195035,0.035845,-0.009585,13.270971,1.026511,2.868243,2.914231,4.284584,4.273366,24.089853,6.889578,4,?,?
449,'2020/12/18 11:46:56:437',5,7.121883,5.704084,3.593389,8,1,3.620734,302.635406,364.850739,0.189925,0.035928,-0.010292,13.205359,1.031017,2.884913,2.928264,4.278391,4.267999,24.083164,6.886513,4,?,?
450,'2020/12/18 11:46:56:513',5,7.141179,5.704084,3.593389,8,1,3.619222,302.707336,364.86203,0.186839,0.033736,-0.010161,13.250856,1.007093,2.817187,2.863369,4.291326,4.293766,24.070982,6.896314,4,?,?
451,'2020/12/18 11:46:56:583',5,7.141179,5.685228,3.584952,8,1,3.618266,302.923676,364.896484,0.184695,0.03397,-0.009929,13.246099,1.007019,2.817958,2.860156,4.27712,4.279145,24.04262,6.927716,4,?,?
452,'2020/12/18 11:46:56:643',5,7.141179,5.685228,3.584952,8,1,3.618126,302.98999,364.837585,0.185363,0.034219,-0.007002,13.195957,1.007425,2.840637,2.888737,4.278203,4.265549,24.032566,6.887821,4,?,?
453,'2020/12/18 11:46:56:698',5,7.141179,5.685228,3.584952,8,1,3.614602,303.024414,364.836914,0.185174,0.033511,-0.005198,13.20564,1.010552,2.81853,2.863592,4.302545,4.282746,24.044844,6.904317,4,?,?
454,'2020/12/18 11:46:56:750',5,7.141179,5.685228,3.584952,8,1,3.615825,303.028351,364.799622,0.185208,0.033463,-0.007505,13.253345,0.996338,2.820351,2.864457,4.299653,4.28362,24.028402,6.8952,4,?,?
455,'2020/12/18 11:46:56:810',5,7.141179,5.685228,3.584952,8,1,3.61934,303.03653,364.800262,0.185325,0.032483,-0.005954,13.271456,1.009371,2.817196,2.860102,4.296798,4.280251,24.069086,6.866992,4,?,?
456,'2020/12/18 11:46:56:866',5,7.146855,5.689185,3.567341,8,1,3.614515,302.966522,364.821289,0.181063,0.033852,-0.005652,13.294067,1.000809,2.803242,2.845589,4.298081,4.288797,24.048679,6.849504,4,?,?
457,'2020/12/18 11:46:56:910',5,7.146855,5.689185,3.567341,8,1,3.620683,303.077545,364.669952,0.186958,0.031902,-0.003656,13.329334,0.988139,2.78377,2.827399,4.320888,4.312664,24.046976,6.853609,4,?,?
458,'2020/12/18 11:46:56:974',5,7.146855,5.689185,3.567341,8,1,3.617513,303.110626,364.66803,0.187054,0.032131,-0.002447,13.23841,0.991653,2.832825,2.883044,4.317888,4.293887,24.035112,6.86158,4,?,?
459,'2020/12/18 11:46:57:029',5,7.146855,5.689185,3.567341,8,1,3.618949,303.06308,364.697845,0.183474,0.032783,-0.002504,13.262957,1.031913,2.820426,2.862142,4.3062,4.281646,24.033621,6.843936,4,?,?
460,'2020/12/18 11:46:57:077',5,7.146855,5.689185,3.567341,8,1,3.620893,303.110352,364.623688,0.186932,0.031913,-0.000869,13.274059,1.009605,2.854573,2.90378,4.291942,4.282468,24.047457,6.907572,4,?,?
461,'2020/12/18 11:46:57:126',5,7.146855,5.689185,3.567341,8,1,3.617766,303.148499,364.70047,0.182683,0.034139,-0.00207,13.273374,1.021763,2.821259,2.868753,4.289609,4.268397,24.042313,6.88071,4,?,?
462,'2020/12/18 11:46:57:176',5,7.156395,5.670034,3.578658,8,1,3.617966,303.1651,364.564423,0.189091,0.028954,-0.003278,13.251585,1.019085,2.841018,2.884448,4.286695,4.282307,24.036695,6.904306,4,?,?
463,'2020/12/18 11:47:09:124',6,8.653434,-0.498504,-4.58688,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
464,'2020/12/18 11:47:09:189',6,8.653434,-0.498504,-4.58688,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
465,'2020/12/18 11:47:09:247',6,8.653434,-0.498504,-4.58688,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
466,'2020/12/18 11:47:09:296',6,8.653434,-0.498504,-4.58688,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
467,'2020/12/18 11:47:09:362',6,8.64547,-0.476131,-4.604264,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
468,'2020/12/18 11:47:09:411',6,8.64547,-0.476131,-4.604264,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
469,'2020/12/18 11:47:09:462',6,8.64547,-0.476131,-4.604264,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
470,'2020/12/18 11:47:09:528',6,8.64547,-0.476131,-4.604264,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
471,'2020/12/18 11:47:09:585',6,8.64547,-0.476131,-4.604264,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
472,'2020/12/18 11:47:09:642',6,8.635398,-0.468621,-4.62391,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
473,'2020/12/18 11:47:09:693',6,8.635398,-0.468621,-4.62391,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
474,'2020/12/18 11:47:09:737',6,8.635398,-0.468621,-4.62391,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
475,'2020/12/18 11:47:09:802',6,8.635398,-0.468621,-4.62391,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
476,'2020/12/18 11:47:09:862',6,8.635398,-0.468621,-4.62391,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
477,'2020/12/18 11:47:09:912',6,8.635398,-0.468621,-4.62391,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
478,'2020/12/18 11:47:09:973',6,8.649996,-0.426176,-4.600638,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
479,'2020/12/18 11:47:10:025',6,8.649996,-0.426176,-4.600638,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
480,'2020/12/18 11:47:10:067',6,8.649996,-0.426176,-4.600638,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
481,'2020/12/18 11:47:10:135',6,8.648498,-0.444392,-4.601724,0,0,3.678088,319.018066,365.333832,0.243577,0.028404,0.097002,12.92049,0.79038,2.727984,2.764554,4.507727,4.483235,23.628778,6.919667,5,?,?
482,'2020/12/18 11:47:10:179',6,8.648498,-0.444392,-4.601724,0,1,3.572021,315.760956,361.831696,0.189169,0.033594,0.073546,13.642667,0.878748,2.499812,2.547481,4.441978,4.42676,24.51347,6.88584,5,?,?
483,'2020/12/18 11:47:10:228',6,8.648498,-0.444392,-4.601724,0,1,3.570011,315.684906,361.871521,0.19146,0.034023,0.068787,13.669491,0.887259,2.526859,2.568312,4.437269,4.42799,24.451303,6.949818,5,?,?
484,'2020/12/18 11:47:10:283',6,8.648498,-0.444392,-4.601724,0,1,3.574367,315.424438,361.951416,0.191392,0.034163,0.067227,13.803936,0.906006,2.479119,2.515695,4.420586,4.42322,24.529345,6.898847,5,?,?
485,'2020/12/18 11:47:10:326',6,8.648498,-0.444392,-4.601724,0,1,3.581519,315.318573,361.846863,0.195568,0.036452,0.065666,13.802191,0.897093,2.506892,2.536493,4.414625,4.416814,24.540308,6.923529,5,?,?
486,'2020/12/18 11:47:10:402',6,8.622152,-0.497712,-4.645488,0,1,3.589327,315.114838,361.664307,0.198096,0.037509,0.065469,13.644172,0.934756,2.526401,2.545488,4.39366,4.394357,24.496429,6.899924,5,?,?
487,'2020/12/18 11:47:10:485',6,8.622152,-0.497712,-4.645488,0,0,3.589327,315.114838,361.664307,0.198096,0.037509,0.065469,13.644172,0.934756,2.526401,2.545488,4.39366,4.394357,24.496429,6.899924,5,?,?
488,'2020/12/18 11:47:10:530',6,8.622152,-0.497712,-4.645488,0,0,3.589327,315.114838,361.664307,0.198096,0.037509,0.065469,13.644172,0.934756,2.526401,2.545488,4.39366,4.394357,24.496429,6.899924,5,?,?
489,'2020/12/18 11:47:10:594',6,8.622152,-0.497712,-4.645488,0,0,3.589327,315.114838,361.664307,0.198096,0.037509,0.065469,13.644172,0.934756,2.526401,2.545488,4.39366,4.394357,24.496429,6.899924,5,?,?
490,'2020/12/18 11:47:10:630',6,8.622152,-0.497712,-4.645488,0,0,3.589327,315.114838,361.664307,0.198096,0.037509,0.065469,13.644172,0.934756,2.526401,2.545488,4.39366,4.394357,24.496429,6.899924,5,?,?
491,'2020/12/18 11:47:10:690',6,8.628371,-0.456684,-4.638148,0,0,3.589327,315.114838,361.664307,0.198096,0.037509,0.065469,13.644172,0.934756,2.526401,2.545488,4.39366,4.394357,24.496429,6.899924,5,?,?
492,'2020/12/18 11:47:10:727',6,8.628371,-0.456684,-4.638148,0,1,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
493,'2020/12/18 11:47:10:760',6,8.628371,-0.456684,-4.638148,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
494,'2020/12/18 11:47:10:802',6,8.628371,-0.456684,-4.638148,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
495,'2020/12/18 11:47:10:861',6,8.629885,-0.48384,-4.632598,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
496,'2020/12/18 11:47:10:943',6,8.629885,-0.48384,-4.632598,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
497,'2020/12/18 11:47:10:998',6,8.629885,-0.48384,-4.632598,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
498,'2020/12/18 11:47:11:044',6,8.629885,-0.48384,-4.632598,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
499,'2020/12/18 11:47:11:100',6,8.629885,-0.48384,-4.632598,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
500,'2020/12/18 11:47:11:168',6,8.620718,-0.499424,-4.647968,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
501,'2020/12/18 11:47:11:236',6,8.620718,-0.499424,-4.647968,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
502,'2020/12/18 11:47:11:291',6,8.620718,-0.499424,-4.647968,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
503,'2020/12/18 11:47:11:340',6,8.620718,-0.499424,-4.647968,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
504,'2020/12/18 11:47:11:409',6,8.587212,-0.499424,-4.647968,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
505,'2020/12/18 11:47:11:456',6,8.587212,-0.499424,-4.647968,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
506,'2020/12/18 11:47:11:502',6,8.587212,-0.499424,-4.647968,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
507,'2020/12/18 11:47:11:577',6,8.592559,-0.478728,-4.702003,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
508,'2020/12/18 11:47:11:628',6,8.592559,-0.478728,-4.702003,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
509,'2020/12/18 11:47:11:677',6,8.592559,-0.478728,-4.702003,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
510,'2020/12/18 11:47:11:740',6,8.592559,-0.478728,-4.702003,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
511,'2020/12/18 11:47:11:793',6,8.592559,-0.478728,-4.702003,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
512,'2020/12/18 11:47:11:856',6,8.592559,-0.478728,-4.702003,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
513,'2020/12/18 11:47:11:904',6,8.586624,-0.444982,-4.716079,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
514,'2020/12/18 11:47:11:969',6,8.586624,-0.444982,-4.716079,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
515,'2020/12/18 11:47:12:055',6,8.586624,-0.444982,-4.716079,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
516,'2020/12/18 11:47:12:105',6,8.587015,-0.448268,-4.715114,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
517,'2020/12/18 11:47:12:152',6,8.587015,-0.448268,-4.715114,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
518,'2020/12/18 11:47:12:224',6,8.587015,-0.448268,-4.715114,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
519,'2020/12/18 11:47:12:274',6,8.587015,-0.448268,-4.715114,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
520,'2020/12/18 11:47:12:317',6,8.587015,-0.448268,-4.715114,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
521,'2020/12/18 11:47:12:382',6,8.587015,-0.448268,-4.715114,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
522,'2020/12/18 11:47:12:453',6,8.585639,-0.493345,-4.713063,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
523,'2020/12/18 11:47:12:507',6,8.585639,-0.493345,-4.713063,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
524,'2020/12/18 11:47:12:550',6,8.585639,-0.493345,-4.713063,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
525,'2020/12/18 11:47:12:633',6,8.596131,-0.471175,-4.696198,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
526,'2020/12/18 11:47:12:698',6,8.596131,-0.471175,-4.696198,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
527,'2020/12/18 11:47:12:766',6,8.596131,-0.471175,-4.696198,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
528,'2020/12/18 11:47:12:834',6,8.596131,-0.471175,-4.696198,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
529,'2020/12/18 11:47:12:900',6,8.592663,-0.520737,-4.697323,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
530,'2020/12/18 11:47:12:967',6,8.592663,-0.520737,-4.697323,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
531,'2020/12/18 11:47:13:024',6,8.592663,-0.520737,-4.697323,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
532,'2020/12/18 11:47:13:069',6,8.592663,-0.520737,-4.697323,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
533,'2020/12/18 11:47:13:133',6,8.584867,-0.532411,-4.710265,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
534,'2020/12/18 11:47:13:198',6,8.584867,-0.532411,-4.710265,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
535,'2020/12/18 11:47:13:268',6,8.584867,-0.532411,-4.710265,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
536,'2020/12/18 11:47:13:326',6,8.584867,-0.532411,-4.710265,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
537,'2020/12/18 11:47:13:389',6,8.584867,-0.532411,-4.710265,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
538,'2020/12/18 11:47:13:433',6,8.573955,-0.527342,-4.730671,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
539,'2020/12/18 11:47:13:509',6,8.573955,-0.527342,-4.730671,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
540,'2020/12/18 11:47:13:555',6,8.573955,-0.527342,-4.730671,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
541,'2020/12/18 11:47:13:603',6,8.573955,-0.527342,-4.730671,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
542,'2020/12/18 11:47:13:662',6,8.576962,-0.482513,-4.73,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
543,'2020/12/18 11:47:13:732',6,8.576962,-0.482513,-4.73,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
544,'2020/12/18 11:47:13:800',6,8.576962,-0.482513,-4.73,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
545,'2020/12/18 11:47:13:867',6,8.576962,-0.482513,-4.73,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
546,'2020/12/18 11:47:13:935',6,8.572315,-0.428559,-4.743605,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
547,'2020/12/18 11:47:13:991',6,8.572315,-0.428559,-4.743605,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
548,'2020/12/18 11:47:14:044',6,8.572315,-0.428559,-4.743605,0,0,3.582432,314.748199,361.574524,0.190644,0.038682,0.066078,13.699198,0.916892,2.460474,2.485159,4.419026,4.421118,24.493362,6.936097,5,?,?
