@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8}
@attribute outputs-2 {0,1,2,3,4,5,6,7,8}
@attribute outputs-3 {0,1,2,3,4,5,6,7,8}

@data
1426,'2020/12/18 11:50:45:108',14,-0.016523,0.184045,9.804909,8,0,5.540027,342.576843,269.013916,0.115168,0.258953,0.062852,13.342183,1.14539,2.217605,2.296389,7.326865,7.424318,23.038059,6.466872,?,?,3
1427,'2020/12/18 11:50:45:365',14,-0.018822,0.183814,9.804909,8,1,4.582866,361.51825,249.132431,-0.118891,0.1877,0.123102,16.814413,0.963116,2.636991,2.764687,7.530068,7.538205,17.474371,9.896485,?,?,3
1428,'2020/12/18 11:50:45:621',14,-0.02397,0.183161,9.804911,8,1,4.597975,363.511658,251.630829,-0.100351,0.196357,0.115452,16.300337,1.020589,2.404765,2.501427,8.330675,8.326735,17.1954,9.834094,?,?,3
1429,'2020/12/18 11:50:45:907',14,-0.017239,0.179739,9.804988,8,1,4.624234,366.132202,253.031097,-0.105951,0.185434,0.109141,16.939663,1.101705,2.657242,2.701091,7.651577,7.667185,17.002403,9.586306,?,?,3
1430,'2020/12/18 11:50:46:068',14,-0.017239,0.179739,9.804988,8,1,4.625502,367.059601,254.755447,-0.099993,0.185502,0.112407,17.132046,1.204738,2.780006,2.811507,7.422484,7.427075,16.887133,9.84979,?,?,3
1431,'2020/12/18 11:50:46:276',14,-0.017721,0.180049,9.804981,8,1,4.700834,367.070709,255.317291,-0.095848,0.19157,0.101432,16.879625,0.760518,2.573498,2.558369,7.36401,7.388269,18.360447,9.357874,?,?,3
1432,'2020/12/18 11:50:46:502',14,-0.022116,0.18337,9.804911,8,1,5.601076,371.835968,269.41095,0.103099,0.12551,0.066486,10.158492,2.689271,2.82931,2.854142,7.356851,7.298237,22.627245,5.741819,?,?,3
1433,'2020/12/18 11:50:46:705',14,-0.022116,0.18337,9.804911,8,1,5.321915,371.760101,266.373535,0.088124,0.131008,0.071243,10.7754,2.888661,2.977537,2.987418,7.744978,7.715258,18.990259,6.101683,?,?,3
1434,'2020/12/18 11:50:46:915',14,-0.02422,0.184581,9.804883,8,1,5.270198,370.491394,265.755432,0.094014,0.149962,0.065676,13.333356,1.397023,2.911021,2.877405,7.60748,7.63442,18.723373,6.416374,?,?,3
1435,'2020/12/18 11:50:47:118',14,-0.018805,0.180986,9.804961,8,1,5.48595,369.027802,269.217682,0.081488,0.142419,0.089091,12.831456,1.313743,2.472017,2.501519,7.312774,7.347298,23.072933,6.341312,?,?,3
1436,'2020/12/18 11:50:47:279',14,-0.018805,0.180986,9.804961,8,1,5.462431,369.372284,269.444672,0.083379,0.140744,0.093993,12.907425,1.257867,2.733878,2.769083,7.271707,7.286691,23.070936,6.383425,?,?,3
1437,'2020/12/18 11:50:47:444',14,-0.024676,0.183228,9.804907,8,1,5.476802,368.902557,269.371826,0.082841,0.146122,0.091997,12.86445,1.298102,2.503604,2.531495,7.299698,7.333428,23.001629,6.37379,?,?,3
1438,'2020/12/18 11:50:47:649',14,-0.022502,0.18197,9.804936,8,1,5.464359,368.858704,269.503235,0.077835,0.148784,0.091355,12.881756,1.258303,2.516782,2.543438,7.265294,7.296679,23.043196,6.358866,?,?,3
1439,'2020/12/18 11:50:47:889',14,-0.022502,0.18197,9.804936,8,1,5.403022,366.882202,270.662323,0.069719,0.160211,0.092058,13.027205,1.268992,2.249625,2.28083,7.979651,8.01691,23.175636,6.292331,?,?,3
1440,'2020/12/18 11:50:48:149',14,-0.020049,0.182853,9.804925,8,1,5.442333,357.979614,269.300049,0.098273,0.217263,0.094882,13.106081,1.228032,2.575072,2.64342,7.274295,7.30785,23.145367,6.410854,?,?,3
1441,'2020/12/18 11:50:48:325',14,-0.020049,0.182853,9.804925,8,1,5.456352,355.608032,269.148438,0.099071,0.228225,0.087726,13.13922,1.205145,2.321145,2.409396,7.289559,7.349642,23.085711,6.351455,?,?,3
1442,'2020/12/18 11:50:48:484',14,-0.019555,0.182476,9.804933,8,1,5.455842,355.654724,269.168945,0.102313,0.223725,0.091376,12.99859,1.157999,2.530076,2.609949,7.240664,7.297578,23.074209,6.468548,?,?,3
1443,'2020/12/18 11:50:48:654',14,-0.024164,0.182909,9.804914,8,1,5.453156,353.168671,268.883209,0.107162,0.243811,0.088186,13.21812,1.223666,2.317749,2.419905,7.309469,7.386718,23.181099,6.386243,?,?,3
1444,'2020/12/18 11:50:48:810',14,-0.024164,0.182909,9.804914,8,1,5.459852,350.827148,269.293732,0.10577,0.249627,0.080909,13.244335,1.12274,2.300264,2.38955,7.334713,7.413688,23.102337,6.369119,?,?,3
1445,'2020/12/18 11:50:48:948',14,-0.020476,0.184263,9.804897,8,1,5.456955,350.381958,269.185669,0.108039,0.253492,0.081461,13.288898,1.20271,2.20342,2.30372,7.406105,7.482847,23.128733,6.317542,?,?,3
1446,'2020/12/18 11:50:49:133',14,-0.019209,0.184319,9.804899,8,1,5.461529,350.008301,269.142487,0.109615,0.251779,0.08018,13.203616,1.125524,2.248846,2.343863,7.397969,7.479466,23.044905,6.411928,?,?,3
1447,'2020/12/18 11:50:49:314',14,-0.019209,0.184319,9.804899,8,1,5.468985,350.373016,269.136414,0.101526,0.245719,0.086529,13.192221,1.141761,2.310733,2.395735,7.40502,7.475558,23.104345,6.411184,?,?,3
1448,'2020/12/18 11:50:49:494',14,-0.021921,0.184785,9.804885,8,1,5.464844,350.132599,269.184509,0.103067,0.251023,0.082441,13.239344,1.17813,2.230822,2.316581,7.448598,7.530635,23.108755,6.419125,?,?,3
1449,'2020/12/18 11:50:49:681',14,-0.020983,0.184009,9.804901,8,1,5.461115,350.30661,269.176819,0.109468,0.249567,0.08316,13.213573,1.193364,2.300734,2.393876,7.478986,7.566365,23.156069,6.344857,?,?,3
1450,'2020/12/18 11:50:49:835',14,-0.020983,0.184009,9.804901,8,1,5.473879,349.54425,269.646362,0.101711,0.249659,0.081495,13.385098,1.110013,2.212943,2.293666,7.492787,7.562898,23.067738,6.418671,?,?,3
1451,'2020/12/18 11:50:49:977',14,-0.020363,0.184181,9.804899,8,1,5.471408,348.989685,269.496552,0.110622,0.252312,0.078365,13.188864,1.110212,2.220466,2.307902,7.507956,7.584036,23.04962,6.39442,?,?,3
1452,'2020/12/18 11:50:50:179',14,-0.020363,0.184181,9.804899,8,1,5.468425,348.888062,269.620178,0.10923,0.252992,0.076982,13.10186,1.110175,2.193053,2.277451,7.540773,7.619655,23.075838,6.392968,?,?,3
1453,'2020/12/18 11:50:50:397',14,-0.021395,0.1836,9.804909,8,1,5.471205,349.034332,269.795288,0.104621,0.252787,0.075112,13.201048,1.117514,2.241007,2.320202,7.541246,7.628177,23.046272,6.404373,?,?,3
1454,'2020/12/18 11:50:50:589',14,-0.021395,0.1836,9.804909,8,1,5.47403,348.976959,269.898499,0.10102,0.250474,0.074692,13.275522,1.107247,2.197132,2.271539,7.546542,7.631269,22.999689,6.440829,?,?,3
1455,'2020/12/18 11:50:50:797',14,-0.018412,0.184139,9.804904,8,1,5.481427,348.562073,269.368103,0.109868,0.25135,0.073726,13.167054,1.123297,2.275261,2.353799,7.374803,7.463023,23.105043,6.422067,?,?,3
1456,'2020/12/18 11:50:50:982',14,-0.018413,0.180903,9.804964,8,1,5.445254,349.012451,269.734283,0.104949,0.252819,0.081709,13.106794,1.122269,2.383128,2.467451,7.55605,7.621942,23.227205,6.347373,?,?,3
1457,'2020/12/18 11:50:51:200',14,-0.018413,0.180903,9.804964,8,1,5.434727,349.238007,269.769135,0.112799,0.251304,0.083596,13.081125,1.16234,2.454962,2.551755,7.574214,7.633188,23.262085,6.376521,?,?,3
1458,'2020/12/18 11:50:51:412',14,-0.019126,0.181291,9.804955,8,1,5.447618,348.939392,270.030457,0.11094,0.251084,0.077135,13.118414,1.166087,2.140333,2.224426,7.829949,7.901767,23.228966,6.352504,?,?,3
1459,'2020/12/18 11:50:51:581',14,-0.018405,0.18166,9.804951,8,1,5.475029,348.33606,269.592926,0.110587,0.253473,0.073617,13.146478,1.092582,2.307566,2.383938,7.441359,7.516506,23.151222,6.376377,?,?,3
1460,'2020/12/18 11:50:51:785',14,-0.017496,0.183331,9.804921,8,1,5.490864,348.187958,269.268005,0.114638,0.252177,0.072037,13.111117,1.139094,2.269446,2.350057,7.321186,7.405845,23.094934,6.414202,?,?,3
1461,'2020/12/18 11:50:52:015',14,-0.017496,0.183331,9.804921,8,1,5.497281,348.013611,269.411011,0.112784,0.250667,0.070355,13.229672,1.164026,2.269192,2.343327,7.338169,7.429,23.070087,6.430522,?,?,3
1462,'2020/12/18 11:50:52:214',14,-0.017786,0.181048,9.804963,8,1,5.43607,349.619934,269.932251,0.115096,0.248777,0.080667,13.08272,1.117867,2.307945,2.400448,7.64401,7.708179,23.146626,6.483882,?,?,3
1463,'2020/12/18 11:50:52:395',14,-0.018011,0.181703,9.804951,8,1,5.466928,349.533905,269.663727,0.115137,0.24594,0.078465,13.033922,1.185575,2.329219,2.414482,7.485163,7.562919,23.132044,6.390325,?,?,3
1464,'2020/12/18 11:50:52:592',14,-0.020497,0.182411,9.804933,8,1,5.473324,349.614197,269.692017,0.109755,0.246271,0.079199,13.031774,1.191324,2.335776,2.422562,7.443593,7.529744,23.068981,6.595549,?,?,3
1465,'2020/12/18 11:50:52:774',14,-0.016954,0.181589,9.804955,8,1,5.472827,349.878326,269.565613,0.114178,0.24668,0.077303,12.980032,1.213905,2.164196,2.25989,7.497484,7.587135,23.151382,6.468262,?,?,3
1466,'2020/12/18 11:50:52:997',14,-0.016954,0.181589,9.804955,8,1,5.470033,349.675812,269.640015,0.115684,0.243972,0.07786,13.082333,1.186243,2.214247,2.307456,7.521306,7.604774,23.103481,6.365727,?,?,3
1467,'2020/12/18 11:50:53:212',14,-0.017722,0.18309,9.804925,8,1,5.477693,349.497864,269.927704,0.108877,0.244647,0.074965,13.167749,1.169098,2.244497,2.326136,7.510343,7.592083,23.146555,6.356368,?,?,3
1468,'2020/12/18 11:50:53:403',14,-0.021559,0.181993,9.804937,8,1,5.483762,349.533813,270.06189,0.104355,0.245562,0.075382,13.279641,1.194304,2.217244,2.290456,7.536251,7.623516,23.084435,6.413357,?,?,3
1469,'2020/12/18 11:50:53:603',14,-0.018366,0.184525,9.804896,8,1,5.475759,349.772186,269.590668,0.114162,0.244778,0.076453,13.100037,1.204834,2.219063,2.313408,7.57049,7.655371,23.147305,6.451882,?,?,3
1470,'2020/12/18 11:50:53:818',14,-0.018366,0.184525,9.804896,8,1,5.474902,349.73407,269.660492,0.107347,0.243362,0.075897,13.055961,1.163045,2.247555,2.327161,7.552235,7.634944,23.163332,6.341513,?,?,3
1471,'2020/12/18 11:50:54:006',14,-0.019977,0.18428,9.804897,8,1,5.449615,349.897003,269.763031,0.11271,0.243927,0.079611,13.103716,1.208486,2.200906,2.296686,7.794701,7.882045,23.253504,6.397481,?,?,3
1472,'2020/12/18 11:50:54:176',14,-0.019977,0.18428,9.804897,8,1,5.431054,350.449615,269.978241,0.104265,0.242356,0.082144,12.984152,1.203929,2.350597,2.438563,7.768528,7.851678,23.276491,6.378405,?,?,3
1473,'2020/12/18 11:50:54:363',14,-0.020602,0.185311,9.804878,8,1,5.438944,350.160278,269.917816,0.102868,0.244656,0.081797,13.23082,1.183495,2.280366,2.376108,7.7486,7.839689,23.317808,6.379531,?,?,3
1474,'2020/12/18 11:50:54:567',14,-0.021505,0.184299,9.804894,8,1,5.450027,350.598969,269.238098,0.107313,0.241716,0.079682,12.994641,1.16423,2.527812,2.607395,7.34759,7.413517,23.167768,6.458518,?,?,3
1475,'2020/12/18 11:50:54:754',14,-0.021505,0.184299,9.804894,8,1,5.473,350.127533,269.217834,0.105821,0.245737,0.076201,13.114993,1.135488,2.225781,2.319022,7.457498,7.544993,23.138762,6.545659,?,?,3
1476,'2020/12/18 11:50:54:977',14,-0.019734,0.184272,9.804899,8,1,5.436642,350.727844,269.571777,0.109951,0.24338,0.081459,12.932722,1.122894,2.36768,2.473769,7.587944,7.666026,23.252508,6.597858,?,?,3
1477,'2020/12/18 11:50:55:163',14,-0.018831,0.184262,9.804901,8,1,5.485188,350.167297,269.392365,0.104839,0.241756,0.075982,12.977293,1.187106,2.289997,2.36275,7.392724,7.471645,23.05876,6.555752,?,?,3
1478,'2020/12/18 11:50:55:409',14,-0.018174,0.184776,9.804892,8,1,5.481629,350.398682,269.575684,0.111237,0.24027,0.077504,12.905586,1.144452,2.387981,2.469974,7.372915,7.449394,23.078037,6.509328,?,?,3
1479,'2020/12/18 11:50:55:593',14,-0.020685,0.182539,9.80493,8,1,5.492977,350.345825,269.865723,0.111333,0.239807,0.074611,13.039965,1.162301,2.219045,2.305213,7.474719,7.558543,23.046755,6.525244,?,?,3
1480,'2020/12/18 11:50:55:737',14,-0.021813,0.185712,9.804868,8,1,5.490303,350.034119,270.163239,0.105384,0.241056,0.07427,13.07645,1.139478,2.200287,2.278783,7.44848,7.525488,23.022049,6.504333,?,?,3
1481,'2020/12/18 11:50:55:873',14,-0.021813,0.185712,9.804868,8,1,5.483528,349.695648,270.212952,0.111194,0.242279,0.074097,12.966868,1.122894,2.222861,2.305591,7.496891,7.567829,23.126532,6.435033,?,?,3
1482,'2020/12/18 11:50:56:109',14,-0.019145,0.185281,9.804881,8,1,5.481261,349.577789,270.174408,0.116674,0.240506,0.07588,12.971531,1.152886,2.232856,2.323691,7.518774,7.603714,23.074781,6.419891,?,?,3
1483,'2020/12/18 11:50:56:355',14,-0.020784,0.183394,9.804913,8,1,5.478068,349.795471,270.330597,0.112222,0.240373,0.0759,12.888026,1.172126,2.216377,2.296602,7.507473,7.583853,23.144304,6.486796,?,?,3
1484,'2020/12/18 11:50:56:532',14,-0.020154,0.182111,9.804938,8,1,5.485312,349.671936,270.259705,0.117365,0.240428,0.075978,13.073318,1.165396,2.225462,2.311477,7.496774,7.577692,23.052059,6.532492,?,?,3
1485,'2020/12/18 11:50:56:694',14,-0.020154,0.182111,9.804938,8,1,5.4818,349.801605,270.248444,0.117718,0.240845,0.073863,12.994658,1.183299,2.253498,2.337695,7.520569,7.607511,23.119261,6.446766,?,?,3
1486,'2020/12/18 11:50:56:891',14,-0.020402,0.18548,9.804875,8,1,5.49043,349.6521,270.236053,0.1186,0.239172,0.076704,12.955739,1.169718,2.270917,2.357291,7.508741,7.594124,23.125896,6.406754,?,?,3
1487,'2020/12/18 11:50:57:135',14,-0.019745,0.184299,9.804898,8,1,5.491377,350.003571,270.31723,0.115717,0.24047,0.07556,12.960064,1.158724,2.273698,2.356198,7.509551,7.595789,23.152721,6.432796,?,?,3
1488,'2020/12/18 11:50:57:307',14,-0.022118,0.183623,9.804906,8,1,5.493136,349.977661,270.283386,0.117044,0.242091,0.076287,13.016391,1.199699,2.264802,2.350958,7.526647,7.61124,23.155739,6.511742,?,?,3
1489,'2020/12/18 11:50:57:562',14,-0.022118,0.183623,9.804906,8,1,5.495268,349.790131,270.153442,0.118361,0.241335,0.075283,13.151217,1.191397,2.237114,2.325042,7.52319,7.611523,23.159376,6.447209,?,?,3
1490,'2020/12/18 11:50:57:758',14,-0.020252,0.186314,9.804859,8,1,5.491486,349.904694,270.106689,0.117928,0.240617,0.077137,13.068392,1.183486,2.277733,2.360306,7.502522,7.587308,23.171759,6.435722,?,?,3
1491,'2020/12/18 11:50:57:983',14,-0.01998,0.182599,9.80493,8,1,5.490488,350.000488,270.084991,0.117235,0.239814,0.076669,13.050774,1.175432,2.239739,2.325255,7.531485,7.612749,23.135279,6.477467,?,?,3
1492,'2020/12/18 11:50:58:204',14,-0.01998,0.182599,9.80493,8,1,5.48652,350.081329,269.934692,0.120206,0.240887,0.076323,12.905016,1.186822,2.277426,2.367131,7.494056,7.575089,23.189592,6.430286,?,?,3
1493,'2020/12/18 11:50:58:387',14,-0.021265,0.183465,9.804912,8,1,5.485237,350.105164,270.029938,0.113197,0.240493,0.077862,12.943706,1.181044,2.273436,2.357751,7.500997,7.57651,23.170271,6.460798,?,?,3
1494,'2020/12/18 11:50:58:577',14,-0.021356,0.181449,9.804948,8,1,5.488712,350.284119,269.711304,0.115286,0.239115,0.077067,12.82711,1.161806,2.27747,2.36975,7.52035,7.599003,23.18091,6.454891,?,?,3
1495,'2020/12/18 11:50:58:779',14,-0.021356,0.181449,9.804948,8,1,5.481671,350.335114,269.755737,0.109547,0.239322,0.076394,12.902546,1.157164,2.211104,2.296786,7.541762,7.624061,23.20927,6.478772,?,?,3
1496,'2020/12/18 11:50:58:948',14,-0.02069,0.183716,9.804908,8,1,5.487549,350.262604,269.649872,0.117073,0.240451,0.076405,12.84296,1.154452,2.243746,2.334321,7.541573,7.623316,23.21253,6.440151,?,?,3
1497,'2020/12/18 11:50:59:193',14,-0.018307,0.183274,9.80492,8,1,5.488342,350.388031,269.68277,0.116443,0.239863,0.0748,12.899132,1.182072,2.215107,2.304015,7.553192,7.635469,23.205873,6.454852,?,?,3
1498,'2020/12/18 11:50:59:403',14,-0.020889,0.183926,9.804903,8,1,5.489468,350.214691,269.720215,0.116485,0.239964,0.075565,13.040666,1.157778,2.20729,2.300843,7.55342,7.634202,23.208622,6.426154,?,?,3
1499,'2020/12/18 11:50:59:583',14,-0.019161,0.183782,9.80491,8,1,5.487149,350.196716,269.811371,0.113566,0.242245,0.074035,13.034877,1.155542,2.189148,2.274691,7.567235,7.643007,23.177168,6.430788,?,?,3
1500,'2020/12/18 11:50:59:845',14,-0.020072,0.184366,9.804896,8,1,5.485273,349.497772,270.007965,0.113106,0.242464,0.073918,13.053113,1.130505,2.200954,2.287654,7.549278,7.628796,23.199591,6.380152,?,?,3
1501,'2020/12/18 11:51:00:009',14,-0.020072,0.184366,9.804896,8,1,5.48864,349.275696,269.991577,0.118995,0.242775,0.072096,13.112056,1.152158,2.228705,2.312768,7.5675,7.645091,23.183222,6.326984,?,?,3
1502,'2020/12/18 11:51:00:193',14,-0.01905,0.184092,9.804904,8,1,5.481779,349.230042,270.293152,0.114282,0.244103,0.071613,13.112768,1.160593,2.202201,2.287134,7.586732,7.66904,23.171391,6.300788,?,?,3
1503,'2020/12/18 11:51:00:368',14,-0.020286,0.182906,9.804923,8,1,5.485845,349.241852,270.404327,0.11473,0.244702,0.07058,13.269866,1.179349,2.208296,2.279047,7.5664,7.645439,23.134331,6.450748,?,?,3
1504,'2020/12/18 11:51:00:539',14,-0.019128,0.182232,9.804938,8,1,5.482326,349.538757,270.14035,0.114318,0.241617,0.077015,13.171132,1.182225,2.354979,2.437753,7.470468,7.536165,23.17555,6.379759,?,?,3
1505,'2020/12/18 11:51:16:887',15,-0.015601,0.181729,9.804954,8,1,4.610366,299.708344,249.360168,-0.374985,-0.003096,0.028837,13.955909,0.943727,2.055708,1.980514,6.984453,6.968144,25.17071,6.328434,?,?,4
1506,'2020/12/18 11:51:16:977',15,-0.015601,0.181729,9.804954,8,1,4.613083,299.661041,249.530136,-0.377392,-0.001854,0.027009,14.113837,0.926386,2.056325,1.977174,6.975264,6.953192,25.125727,6.40958,?,?,4
1507,'2020/12/18 11:51:17:059',15,-0.015601,0.181729,9.804954,8,1,4.619394,299.584869,249.636307,-0.378735,-0.001822,0.028558,14.067671,0.945516,2.057919,1.984671,6.954693,6.938211,25.261106,6.341456,?,?,4
1508,'2020/12/18 11:51:17:143',15,-0.016135,0.181022,9.804966,8,1,4.610357,299.708466,249.589508,-0.378782,-0.002756,0.026829,13.878219,0.914257,2.05959,1.991799,6.968518,6.9508,25.200855,6.347443,?,?,4
1509,'2020/12/18 11:51:17:224',15,-0.016135,0.181022,9.804966,8,1,4.612937,299.776917,249.68721,-0.3765,-0.000077,0.027929,13.958684,0.899791,2.041194,1.967939,6.953821,6.939322,25.284912,6.352964,?,?,4
1510,'2020/12/18 11:51:17:317',15,-0.016135,0.181022,9.804966,8,1,4.605772,300.120056,249.656555,-0.373057,0.00203,0.02624,14.025895,0.994644,2.072896,1.992608,6.959783,6.943016,25.248529,6.32856,?,?,4
1511,'2020/12/18 11:51:17:410',15,-0.017924,0.185653,9.804876,8,1,4.614976,300.454102,249.748199,-0.373708,0.002761,0.024938,14.137705,0.958159,2.015098,1.937915,6.975385,6.952397,25.208656,6.282304,?,?,4
1512,'2020/12/18 11:51:17:492',15,-0.017924,0.185653,9.804876,8,1,4.613001,300.692322,249.653137,-0.371626,0.002793,0.030377,14.135752,0.977218,1.959177,1.886955,6.975763,6.969317,25.258345,6.252925,?,?,4
1513,'2020/12/18 11:51:17:575',15,-0.020672,0.186698,9.804851,8,1,4.615568,301.070221,249.579041,-0.37162,0.000544,0.031771,14.056073,1.031354,1.971269,1.898793,6.900329,6.891007,25.3423,6.256769,?,?,4
1514,'2020/12/18 11:51:17:658',15,-0.020672,0.186698,9.804851,8,1,4.618188,301.433838,249.648926,-0.375837,-0.001582,0.032539,14.073606,1.002135,1.99957,1.927352,6.882434,6.869867,25.305565,6.274578,?,?,4
1515,'2020/12/18 11:51:17:743',15,-0.020672,0.186698,9.804851,8,1,4.613328,301.845154,249.563583,-0.375442,-0.003129,0.035615,14.033148,0.96529,2.037831,1.968356,6.879429,6.873164,25.254742,6.255508,?,?,4
1516,'2020/12/18 11:51:17:833',15,-0.020672,0.186698,9.804851,8,1,4.623618,301.921936,249.244095,-0.372093,-0.000745,0.031914,14.035528,0.97314,1.92361,1.847881,6.745677,6.716361,25.207083,6.350079,?,?,4
1517,'2020/12/18 11:51:17:927',15,-0.020672,0.186698,9.804851,8,1,4.629282,302.213989,249.060135,-0.37318,-0.000774,0.031474,14.09761,0.979982,1.938394,1.862282,6.619712,6.597005,25.268618,6.369363,?,?,4
1518,'2020/12/18 11:51:18:010',15,-0.017562,0.184277,9.804903,8,1,4.628304,302.453613,248.735458,-0.371308,-0.001791,0.031206,14.067715,0.990119,1.865308,1.793481,6.584659,6.565318,25.2244,6.37762,?,?,4
1519,'2020/12/18 11:51:18:089',15,-0.018071,0.182746,9.804931,8,1,4.628067,302.621216,248.586426,-0.371718,-0.001922,0.028319,14.125064,1.036088,1.893738,1.815316,6.544796,6.521994,25.196455,6.409843,?,?,4
1520,'2020/12/18 11:51:18:175',15,-0.018071,0.182746,9.804931,8,1,4.630254,302.521118,248.486801,-0.371306,0.000265,0.031078,14.116495,1.005806,1.874422,1.799557,6.504552,6.490403,25.325596,6.394724,?,?,4
1521,'2020/12/18 11:51:18:255',15,-0.018071,0.182746,9.804931,8,1,4.631052,302.588593,248.451218,-0.376415,-0.002101,0.029523,14.118166,1.010903,1.90376,1.83148,6.48594,6.46134,25.273586,6.377126,?,?,4
1522,'2020/12/18 11:51:18:348',15,-0.018071,0.182746,9.804931,8,1,4.632208,302.486023,248.132385,-0.374842,0.000368,0.027508,14.136732,1.039428,1.959826,1.877797,6.454028,6.421165,25.235197,6.393035,?,?,4
1523,'2020/12/18 11:51:18:440',15,-0.019777,0.183381,9.804915,8,1,4.62311,302.218292,247.397736,-0.383305,0.001147,0.028517,13.997852,1.073963,1.98662,1.918378,6.451427,6.406478,25.521824,6.321562,?,?,4
1524,'2020/12/18 11:51:18:527',15,-0.019777,0.183381,9.804915,8,1,4.643793,302.409546,246.104935,-0.408314,-0.00009,0.029725,14.010701,1.114778,1.861731,1.795512,6.485254,6.442525,25.756554,6.285657,?,?,4
1525,'2020/12/18 11:51:18:610',15,-0.019567,0.184154,9.804901,8,1,4.634102,302.383698,245.119339,-0.412805,0.003811,0.026849,14.581462,1.256935,1.98467,1.90705,6.427204,6.374716,25.574945,6.352342,?,?,4
1526,'2020/12/18 11:51:18:689',15,-0.019567,0.184154,9.804901,8,1,4.632524,302.350922,244.794434,-0.418023,0.002146,0.024872,14.417942,1.198899,1.957014,1.888819,6.408377,6.347785,25.575087,6.341224,?,?,4
1527,'2020/12/18 11:51:18:774',15,-0.019567,0.184154,9.804901,8,1,4.623231,302.272644,244.579071,-0.418718,0.003889,0.023709,14.449365,1.128797,1.921505,1.853244,6.399343,6.356181,25.425653,6.378578,?,?,4
1528,'2020/12/18 11:51:18:864',15,-0.019567,0.184154,9.804901,8,1,4.619901,302.24527,244.699326,-0.425534,0.002696,0.022997,14.572936,1.155321,1.875377,1.798811,6.455993,6.407435,25.287392,6.413056,?,?,4
1529,'2020/12/18 11:51:18:976',15,-0.01748,0.182523,9.804935,8,1,4.619269,301.973602,244.820007,-0.430838,0.004033,0.025044,14.456691,1.127108,1.887906,1.824476,6.470687,6.419009,25.267813,6.429193,?,?,4
1530,'2020/12/18 11:51:19:054',15,-0.01748,0.182523,9.804935,8,1,4.604307,302.014801,245.03891,-0.436236,0.003557,0.02815,14.541422,1.13548,1.721005,1.654559,6.703299,6.673122,25.336445,6.455575,?,?,4
1531,'2020/12/18 11:51:19:196',15,-0.017339,0.183496,9.804918,8,1,4.599912,301.843323,245.300934,-0.436578,0.003937,0.027129,14.408236,1.120133,1.799986,1.731595,6.784162,6.763715,25.468513,6.394254,?,?,4
1532,'2020/12/18 11:51:19:391',15,-0.014986,0.184384,9.804905,8,1,4.596281,301.658569,245.351089,-0.429203,0.006566,0.027145,14.369004,1.091138,1.871785,1.804254,6.852373,6.841262,25.465708,6.31869,?,?,4
1533,'2020/12/18 11:51:19:484',15,-0.014986,0.184384,9.804905,8,1,4.595863,301.658661,245.38855,-0.426515,0.004982,0.028361,14.469855,1.139097,1.870548,1.80499,6.845355,6.836172,25.430288,6.33808,?,?,4
1534,'2020/12/18 11:51:19:613',15,-0.016559,0.183427,9.80492,8,1,4.602046,301.734863,245.424683,-0.426751,0.004524,0.027165,14.544077,1.107128,1.87126,1.81169,6.862189,6.847432,25.344652,6.34502,?,?,4
1535,'2020/12/18 11:51:19:709',15,-0.016559,0.183427,9.80492,8,1,4.598979,301.671448,245.486038,-0.425401,0.005782,0.027078,14.284932,1.073475,1.862442,1.795116,6.886186,6.873944,25.407419,6.312455,?,?,4
1536,'2020/12/18 11:51:19:835',15,-0.019284,0.187249,9.804843,8,1,4.606408,301.759308,245.556885,-0.429977,0.004685,0.028804,14.473604,1.123792,1.840826,1.777992,6.878397,6.871579,25.465794,6.311579,?,?,4
1537,'2020/12/18 11:51:19:975',15,-0.019284,0.187249,9.804843,8,1,4.597918,301.65799,245.538834,-0.42596,0.005813,0.026668,14.431349,1.107863,1.857365,1.788722,6.871128,6.85917,25.421022,6.321171,?,?,4
1538,'2020/12/18 11:51:20:058',15,-0.017745,0.185539,9.804878,8,1,4.607164,301.634003,245.60994,-0.428179,0.005796,0.027772,14.529333,1.120311,1.838478,1.775361,6.876441,6.870776,25.464518,6.300978,?,?,4
1539,'2020/12/18 11:51:20:143',15,-0.017745,0.185539,9.804878,8,1,4.60431,301.696472,245.612732,-0.429581,0.005803,0.028147,14.433569,1.108224,1.857676,1.791686,6.893938,6.890566,25.428968,6.288245,?,?,4
1540,'2020/12/18 11:51:20:225',15,-0.017745,0.185539,9.804878,8,1,4.600502,301.546173,245.477188,-0.42727,0.005808,0.029062,14.382691,1.102604,1.829257,1.771801,6.913066,6.910544,25.397104,6.290841,?,?,4
